stop_id,train,stop_name,stop_lat,stop_lon,stop_sequence,train+direction
A24,D,59 St - Columbus Circle,40.768296,-73.981736,28,D..N05R
A15,D,125 St,40.811109,-73.952343,29,D..N05R
D13,D,145 St,40.824783,-73.944216,30,D..N05R
D12,D,155 St,40.830135,-73.938209,31,D..N05R
D11,D,161 St - Yankee Stadium,40.827905,-73.925651,32,D..N05R
D10,D,167 St,40.833771,-73.91844,33,D..N05R
D09,D,170 St,40.839306,-73.9134,34,D..N05R
D08,D,174-175 Sts,40.8459,-73.910136,35,D..N05R
D07,D,Tremont Av,40.85041,-73.905227,36,D..N05R
D06,D,182-183 Sts,40.856093,-73.900741,37,D..N05R
D05,D,Fordham Rd,40.861296,-73.897749,38,D..N05R
D04,D,Kingsbridge Rd,40.866978,-73.893509,39,D..N05R
D03,D,Bedford Park Blvd,40.873244,-73.887138,40,D..N05R
D01,D,Norwood - 205 St,40.874811,-73.878855,41,D..N05R
E01,E,World Trade Center,40.712582,-74.009781,1,E..N05R
A34,E,Canal St,40.720824,-74.005229,2,E..N05R
A33,E,Spring St,40.726227,-74.003739,3,E..N05R
A32,E,W 4 St,40.732338,-74.000495,4,E..N05R
A31,E,14 St,40.740893,-74.00169,5,E..N05R
A30,E,23 St,40.745906,-73.998041,6,E..N05R
A28,E,34 St - Penn Station,40.752287,-73.993391,7,E..N05R
A27,E,42 St - Port Authority Bus Terminal,40.757308,-73.989735,8,E..N05R
A25,E,50 St,40.762456,-73.985984,9,E..N05R
D14,E,7 Av,40.762862,-73.981637,10,E..N05R
F12,E,5 Av/53 St,40.760167,-73.975224,11,E..N05R
F11,E,Lexington Av/53 St,40.757552,-73.969055,12,E..N05R
F09,E,Court Sq,40.747846,-73.946,13,E..N05R
G21,E,Queens Plaza,40.748973,-73.937243,14,E..N05R
G20,E,36 St,40.752039,-73.928781,15,E..N05R
G19,E,Steinway St,40.756879,-73.92074,16,E..N05R
G18,E,46 St,40.756312,-73.913333,17,E..N05R
G16,E,Northern Blvd,40.752885,-73.906006,18,E..N05R
G15,E,65 St,40.749669,-73.898453,19,E..N05R
G14,E,Jackson Hts - Roosevelt Av,40.746644,-73.891338,20,E..N05R
G13,E,Elmhurst Av,40.742454,-73.882017,21,E..N05R
G12,E,Grand Av - Newtown,40.737015,-73.877223,22,E..N05R
G11,E,Woodhaven Blvd,40.733106,-73.869229,23,E..N05R
G10,E,63 Dr - Rego Park,40.729846,-73.861604,24,E..N05R
G09,E,67 Av,40.726523,-73.852719,25,E..N05R
G08,E,Forest Hills - 71 Av,40.721691,-73.844521,26,E..N05R
F07,E,75 Av,40.718331,-73.837324,27,E..N05R
F06,E,Kew Gardens - Union Tpke,40.714441,-73.831008,28,E..N05R
F05,E,Briarwood - Van Wyck Blvd,40.709179,-73.820574,29,E..N05R
G07,E,Jamaica - Van Wyck,40.702566,-73.816859,30,E..N05R
G06,E,Sutphin Blvd - Archer Av - JFK Airport,40.700486,-73.807969,31,E..N05R
G05,E,Jamaica Center - Parsons/Archer,40.702147,-73.801109,32,E..N05R
D43,F,Coney Island - Stillwell Av,40.577422,-73.981233,1,F..N69R
D42,F,W 8 St - NY Aquarium,40.576127,-73.975939,2,F..N69R
F39,F,Neptune Av,40.581011,-73.974574,3,F..N69R
F38,F,Avenue X,40.58962,-73.97425,4,F..N69R
F36,F,Avenue U,40.596063,-73.973357,5,F..N69R
F35,F,Kings Hwy,40.603217,-73.972361,6,F..N69R
F34,F,Avenue P,40.608944,-73.973022,7,F..N69R
F33,F,Avenue N,40.61514,-73.974197,8,F..N69R
F32,F,Bay Pkwy,40.620769,-73.975264,9,F..N69R
F31,F,Avenue I,40.625322,-73.976127,10,F..N69R
F30,F,18 Av,40.629755,-73.976971,11,F..N69R
F29,F,Ditmas Av,40.636119,-73.978172,12,F..N69R
F27,F,Church Av,40.644041,-73.979678,13,F..N69R
F26,F,Fort Hamilton Pkwy,40.650782,-73.975776,14,F..N69R
F25,F,15 St - Prospect Park,40.660365,-73.979493,15,F..N69R
F24,F,7 Av,40.666271,-73.980305,16,F..N69R
F23,F,4 Av,40.670272,-73.989779,17,F..N69R
F22,F,Smith - 9 Sts,40.67358,-73.995959,18,F..N69R
F21,F,Carroll St,40.680303,-73.995048,19,F..N69R
F20,F,Bergen St,40.686145,-73.990862,20,F..N69R
A41,F,Jay St - MetroTech,40.692338,-73.987342,21,F..N69R
F18,F,York St,40.701397,-73.986751,22,F..N69R
F16,F,East Broadway,40.713715,-73.990173,23,F..N69R
F15,F,Delancey St,40.718611,-73.988114,24,F..N69R
F14,F,2 Av,40.723402,-73.989938,25,F..N69R
D21,F,Broadway-Lafayette St,40.725297,-73.996204,26,F..N69R
D20,F,W 4 St,40.732338,-74.000495,27,F..N69R
D19,F,14 St,40.738228,-73.996209,28,F..N69R
D18,F,23 St,40.742878,-73.992821,29,F..N69R
D17,F,34 St - Herald Sq,40.749719,-73.987823,30,F..N69R
D16,F,42 St - Bryant Pk,40.754222,-73.984569,31,F..N69R
D15,F,47-50 Sts - Rockefeller Ctr,40.758663,-73.981329,32,F..N69R
B10,F,57 St,40.763972,-73.97745,33,F..N69R
B08,F,Lexington Av/63 St,40.764629,-73.966113,34,F..N69R
B06,F,Roosevelt Island,40.759145,-73.95326,35,F..N69R
B04,F,21 St - Queensbridge,40.754203,-73.942836,36,F..N69R
G14,F,Jackson Hts - Roosevelt Av,40.746644,-73.891338,37,F..N69R
G08,F,Forest Hills - 71 Av,40.721691,-73.844521,38,F..N69R
F07,F,75 Av,40.718331,-73.837324,39,F..N69R
F06,F,Kew Gardens - Union Tpke,40.714441,-73.831008,40,F..N69R
F05,F,Briarwood - Van Wyck Blvd,40.709179,-73.820574,41,F..N69R
F04,F,Sutphin Blvd,40.70546,-73.810708,42,F..N69R
F03,F,Parsons Blvd,40.707564,-73.803326,43,F..N69R
F02,F,169 St,40.71047,-73.793604,44,F..N69R
F01,F,Jamaica - 179 St,40.712646,-73.783817,45,F..N69R
D26,FS,Prospect Park,40.661614,-73.962246,1,FS.N01R
S04,FS,Botanic Garden,40.670343,-73.959245,2,FS.N01R
S03,FS,Park Pl,40.674772,-73.957624,3,FS.N01R
S01,FS,Franklin Av,40.680596,-73.955827,4,FS.N01R
F27,G,Church Av,40.644041,-73.979678,1,G..N13R
F26,G,Fort Hamilton Pkwy,40.650782,-73.975776,2,G..N13R
F25,G,15 St - Prospect Park,40.660365,-73.979493,3,G..N13R
F24,G,7 Av,40.666271,-73.980305,4,G..N13R
F23,G,4 Av,40.670272,-73.989779,5,G..N13R
F22,G,Smith - 9 Sts,40.67358,-73.995959,6,G..N13R
F21,G,Carroll St,40.680303,-73.995048,7,G..N13R
F20,G,Bergen St,40.686145,-73.990862,8,G..N13R
A42,G,Hoyt - Schermerhorn Sts,40.688484,-73.985001,9,G..N13R
G36,G,Fulton St,40.687119,-73.975375,10,G..N13R
G35,G,Clinton - Washington Avs,40.688089,-73.966839,11,G..N13R
G34,G,Classon Av,40.688873,-73.96007,12,G..N13R
G33,G,Bedford - Nostrand Avs,40.689627,-73.953522,13,G..N13R
G32,G,Myrtle - Willoughby Avs,40.694568,-73.949046,14,G..N13R
G31,G,Flushing Av,40.700377,-73.950234,15,G..N13R
G30,G,Broadway,40.706092,-73.950308,16,G..N13R
G29,G,Metropolitan Av,40.712792,-73.951418,17,G..N13R
G28,G,Nassau Av,40.724635,-73.951277,18,G..N13R
G26,G,Greenpoint Av,40.731352,-73.954449,19,G..N13R
G24,G,21 St,40.744065,-73.949724,20,G..N13R
G22,G,Court Sq,40.746554,-73.943832,21,G..N13R
901,GS,Grand Central - 42 St,40.752769,-73.979189,1,GS.N01R
902,GS,Times Sq - 42 St,40.755983,-73.986229,2,GS.N01R
H15,H,Rockaway Park - Beach 116 St,40.580903,-73.835592,1,H..N21R
H14,H,Beach 105 St,40.583209,-73.827559,2,H..N21R
H13,H,Beach 98 St,40.585307,-73.820558,3,H..N21R
H12,H,Beach 90 St,40.588034,-73.813641,4,H..N21R
H04,H,Broad Channel,40.608382,-73.815925,5,H..N21R
M23,J,Broad St,40.706476,-74.011056,1,J..N12R
M22,J,Fulton St,40.710374,-74.007582,2,J..N12R
M21,J,Chambers St,40.713243,-74.003401,3,J..N12R
M20,J,Canal St,40.718092,-73.999892,4,J..N12R
M19,J,Bowery,40.72028,-73.993915,5,J..N12R
M18,J,Essex St,40.718315,-73.987437,6,J..N12R
M16,J,Marcy Av,40.708359,-73.957757,7,J..N12R
M14,J,Hewes St,40.70687,-73.953431,8,J..N12R
M13,J,Lorimer St,40.703869,-73.947408,9,J..N12R
M12,J,Flushing Av,40.70026,-73.941126,10,J..N12R
M11,J,Myrtle Av,40.697207,-73.935657,11,J..N12R
J31,J,Kosciuszko St,40.693342,-73.928814,12,J..N12R
J30,J,Gates Av,40.68963,-73.92227,13,J..N12R
J29,J,Halsey St,40.68637,-73.916559,14,J..N12R
J28,J,Chauncey St,40.682893,-73.910456,15,J..N12R
J27,J,Broadway Jct,40.679498,-73.904512,16,J..N12R
J24,J,Alabama Av,40.676992,-73.898654,17,J..N12R
J23,J,Van Siclen Av,40.678024,-73.891688,18,J..N12R
J22,J,Cleveland St,40.679947,-73.884639,19,J..N12R
J21,J,Norwood Av,40.68141,-73.880039,20,J..N12R
J20,J,Crescent St,40.683194,-73.873785,21,J..N12R
J19,J,Cypress Hills,40.689941,-73.87255,22,J..N12R
J17,J,75 St,40.691324,-73.867139,23,J..N12R
J16,J,85 St - Forest Pkwy,40.692435,-73.86001,24,J..N12R
J15,J,Woodhaven Blvd,40.693879,-73.851576,25,J..N12R
J14,J,104 St,40.695178,-73.84433,26,J..N12R
J13,J,111 St,40.697418,-73.836345,27,J..N12R
J12,J,121 St,40.700492,-73.828294,28,J..N12R
G06,J,Sutphin Blvd - Archer Av - JFK Airport,40.700486,-73.807969,29,J..N12R
G05,J,Jamaica Center - Parsons/Archer,40.702147,-73.801109,30,J..N12R
L29,L,Canarsie - Rockaway Pkwy,40.646654,-73.90185,1,L..N01R
L28,L,E 105 St,40.650573,-73.899485,2,L..N01R
L27,L,New Lots Av,40.658733,-73.899232,3,L..N01R
L26,L,Livonia Av,40.664038,-73.900571,4,L..N01R
L25,L,Sutter Av,40.669367,-73.901975,5,L..N01R
L24,L,Atlantic Av,40.675345,-73.903097,6,L..N01R
L22,L,Broadway Jct,40.678856,-73.90324,7,L..N01R
L21,L,Bushwick Av - Aberdeen St,40.682829,-73.905249,8,L..N01R
L20,L,Wilson Av,40.688764,-73.904046,9,L..N01R
L19,L,Halsey St,40.695602,-73.904084,10,L..N01R
L17,L,Myrtle - Wyckoff Avs,40.699814,-73.911586,11,L..N01R
L16,L,DeKalb Av,40.703811,-73.918425,12,L..N01R
L15,L,Jefferson St,40.706607,-73.922913,13,L..N01R
L14,L,Morgan Av,40.706152,-73.933147,14,L..N01R
L13,L,Montrose Av,40.707739,-73.93985,15,L..N01R
L12,L,Grand St,40.711926,-73.94067,16,L..N01R
L11,L,Graham Av,40.714565,-73.944053,17,L..N01R
L10,L,Lorimer St,40.714063,-73.950275,18,L..N01R
L08,L,Bedford Av,40.717304,-73.956872,19,L..N01R
L06,L,1 Av,40.730953,-73.981628,20,L..N01R
L05,L,3 Av,40.732849,-73.986122,21,L..N01R
L03,L,Union Sq - 14 St,40.734789,-73.99073,22,L..N01R
L02,L,6 Av,40.737335,-73.996786,23,L..N01R
L01,L,8 Av,40.739777,-74.002578,24,L..N01R
J27,M,Broadway Jct,40.679498,-73.904512,1,M..N27R
J28,M,Chauncey St,40.682893,-73.910456,2,M..N27R
J29,M,Halsey St,40.68637,-73.916559,3,M..N27R
J30,M,Gates Av,40.68963,-73.92227,4,M..N27R
J31,M,Kosciuszko St,40.693342,-73.928814,5,M..N27R
M11,M,Myrtle Av,40.697207,-73.935657,6,M..N27R
M12,M,Flushing Av,40.70026,-73.941126,7,M..N27R
M13,M,Lorimer St,40.703869,-73.947408,8,M..N27R
M14,M,Hewes St,40.70687,-73.953431,9,M..N27R
M16,M,Marcy Av,40.708359,-73.957757,10,M..N27R
M18,M,Essex St,40.718315,-73.987437,11,M..N27R
D21,M,Broadway-Lafayette St,40.725297,-73.996204,12,M..N27R
D20,M,W 4 St,40.732338,-74.000495,13,M..N27R
D19,M,14 St,40.738228,-73.996209,14,M..N27R
D18,M,23 St,40.742878,-73.992821,15,M..N27R
D17,M,34 St - Herald Sq,40.749719,-73.987823,16,M..N27R
D16,M,42 St - Bryant Pk,40.754222,-73.984569,17,M..N27R
D15,M,47-50 Sts - Rockefeller Ctr,40.758663,-73.981329,18,M..N27R
F12,M,5 Av/53 St,40.760167,-73.975224,19,M..N27R
F11,M,Lexington Av/53 St,40.757552,-73.969055,20,M..N27R
F09,M,Court Sq,40.747846,-73.946,21,M..N27R
G21,M,Queens Plaza,40.748973,-73.937243,22,M..N27R
G20,M,36 St,40.752039,-73.928781,23,M..N27R
G19,M,Steinway St,40.756879,-73.92074,24,M..N27R
G18,M,46 St,40.756312,-73.913333,25,M..N27R
G16,M,Northern Blvd,40.752885,-73.906006,26,M..N27R
G15,M,65 St,40.749669,-73.898453,27,M..N27R
G14,M,Jackson Hts - Roosevelt Av,40.746644,-73.891338,28,M..N27R
G13,M,Elmhurst Av,40.742454,-73.882017,29,M..N27R
G12,M,Grand Av - Newtown,40.737015,-73.877223,30,M..N27R
G11,M,Woodhaven Blvd,40.733106,-73.869229,31,M..N27R
G10,M,63 Dr - Rego Park,40.729846,-73.861604,32,M..N27R
G09,M,67 Av,40.726523,-73.852719,33,M..N27R
G08,M,Forest Hills - 71 Av,40.721691,-73.844521,34,M..N27R
D43,N,Coney Island - Stillwell Av,40.577422,-73.981233,1,N..N20R
N10,N,86 St,40.592721,-73.97823,2,N..N20R
N09,N,Avenue U,40.597473,-73.979137,3,N..N20R
N08,N,Kings Hwy,40.603923,-73.980353,4,N..N20R
N07,N,Bay Pkwy,40.611815,-73.981848,5,N..N20R
N06,N,20 Av,40.61741,-73.985026,6,N..N20R
N05,N,18 Av,40.620671,-73.990414,7,N..N20R
N04,N,New Utrecht Av,40.624842,-73.996353,8,N..N20R
N03,N,Fort Hamilton Pkwy,40.631386,-74.005351,9,N..N20R
N02,N,8 Av,40.635064,-74.011719,10,N..N20R
R41,N,59 St,40.641362,-74.017881,11,N..N20R
R40,N,53 St,40.645069,-74.014034,12,N..N20R
R39,N,45 St,40.648939,-74.010006,13,N..N20R
R36,N,36 St,40.655144,-74.003549,14,N..N20R
R35,N,25 St,40.660397,-73.998091,15,N..N20R
R34,N,Prospect Av,40.665414,-73.992872,16,N..N20R
R33,N,9 St,40.670847,-73.988302,17,N..N20R
R32,N,Union St,40.677316,-73.98311,18,N..N20R
R31,N,Atlantic Av - Barclays Ctr,40.683666,-73.97881,19,N..N20R
R30,N,DeKalb Av,40.690635,-73.981824,20,N..N20R
R29,N,Jay St - MetroTech,40.69218,-73.985942,21,N..N20R
R28,N,Court St,40.6941,-73.991777,22,N..N20R
R27,N,Whitehall St,40.703087,-74.012994,23,N..N20R
R26,N,Rector St,40.70722,-74.013342,24,N..N20R
R25,N,Cortlandt St,40.710668,-74.011029,25,N..N20R
R24,N,City Hall,40.713282,-74.006978,26,N..N20R
R23,N,Canal St,40.719527,-74.001775,27,N..N20R
R22,N,Prince St,40.724329,-73.997702,28,N..N20R
R21,N,8 St - NYU,40.730328,-73.992629,29,N..N20R
R20,N,14 St - Union Sq,40.735736,-73.990568,30,N..N20R
R19,N,23 St,40.741303,-73.989344,31,N..N20R
R18,N,28 St,40.745494,-73.988691,32,N..N20R
R17,N,34 St - Herald Sq,40.749567,-73.98795,33,N..N20R
R16,N,Times Sq - 42 St,40.754672,-73.986754,34,N..N20R
R15,N,49 St,40.759901,-73.984139,35,N..N20R
R14,N,57 St - 7 Av,40.764664,-73.980658,36,N..N20R
R13,N,5 Av/59 St,40.764811,-73.973347,37,N..N20R
R11,N,Lexington Av/59 St,40.76266,-73.967258,38,N..N20R
R09,N,Queensboro Plaza,40.750582,-73.940202,39,N..N20R
R08,N,39 Av,40.752882,-73.932755,40,N..N20R
R06,N,36 Av,40.756804,-73.929575,41,N..N20R
R05,N,Broadway,40.76182,-73.925508,42,N..N20R
R04,N,30 Av,40.766779,-73.921479,43,N..N20R
R03,N,Astoria Blvd,40.770258,-73.917843,44,N..N20R
R01,N,Astoria - Ditmars Blvd,40.775036,-73.912034,45,N..N20R
D43,Q,Coney Island - Stillwell Av,40.577422,-73.981233,1,Q..N19R
D42,Q,W 8 St - NY Aquarium,40.576127,-73.975939,2,Q..N19R
D41,Q,Ocean Pkwy,40.576312,-73.968501,3,Q..N19R
D40,Q,Brighton Beach,40.577621,-73.961376,4,Q..N19R
D39,Q,Sheepshead Bay,40.586896,-73.954155,5,Q..N19R
D38,Q,Neck Rd,40.595246,-73.955161,6,Q..N19R
D37,Q,Avenue U,40.5993,-73.955929,7,Q..N19R
D35,Q,Kings Hwy,40.60867,-73.957734,8,Q..N19R
D34,Q,Avenue M,40.617618,-73.959399,9,Q..N19R
D33,Q,Avenue J,40.625039,-73.960803,10,Q..N19R
D32,Q,Avenue H,40.62927,-73.961639,11,Q..N19R
D31,Q,Newkirk Plaza,40.635082,-73.962793,12,Q..N19R
D30,Q,Cortelyou Rd,40.640927,-73.963891,13,Q..N19R
D29,Q,Beverley Rd,40.644031,-73.964492,14,Q..N19R
D28,Q,Church Av,40.650527,-73.962982,15,Q..N19R
D27,Q,Parkside Av,40.655292,-73.961495,16,Q..N19R
D26,Q,Prospect Park,40.661614,-73.962246,17,Q..N19R
D25,Q,7 Av,40.67705,-73.972367,18,Q..N19R
D24,Q,Atlantic Av - Barclays Ctr,40.68446,-73.97689,19,Q..N19R
R30,Q,DeKalb Av,40.690635,-73.981824,20,Q..N19R
Q01,Q,Canal St,40.718383,-74.00046,21,Q..N19R
R22,Q,Prince St,40.724329,-73.997702,22,Q..N19R
R21,Q,8 St - NYU,40.730328,-73.992629,23,Q..N19R
R20,Q,14 St - Union Sq,40.735736,-73.990568,24,Q..N19R
R19,Q,23 St,40.741303,-73.989344,25,Q..N19R
R18,Q,28 St,40.745494,-73.988691,26,Q..N19R
R17,Q,34 St - Herald Sq,40.749567,-73.98795,27,Q..N19R
R16,Q,Times Sq - 42 St,40.754672,-73.986754,28,Q..N19R
R15,Q,49 St,40.759901,-73.984139,29,Q..N19R
R14,Q,57 St - 7 Av,40.764664,-73.980658,30,Q..N19R
B08,Q,Lexington Av/63 St,40.764629,-73.966113,31,Q..N19R
Q03,Q,72 St,40.768799,-73.958424,32,Q..N19R
Q04,Q,86 St,40.777891,-73.951787,33,Q..N19R
Q05,Q,96 St,40.784318,-73.947152,34,Q..N19R
R45,R,Bay Ridge - 95 St,40.616622,-74.030876,1,R..N93R
R44,R,86 St,40.622687,-74.028398,2,R..N93R
R43,R,77 St,40.629742,-74.02551,3,R..N93R
R42,R,Bay Ridge Av,40.634967,-74.023377,4,R..N93R
R41,R,59 St,40.641362,-74.017881,5,R..N93R
R40,R,53 St,40.645069,-74.014034,6,R..N93R
R39,R,45 St,40.648939,-74.010006,7,R..N93R
R36,R,36 St,40.655144,-74.003549,8,R..N93R
R35,R,25 St,40.660397,-73.998091,9,R..N93R
R34,R,Prospect Av,40.665414,-73.992872,10,R..N93R
R33,R,9 St,40.670847,-73.988302,11,R..N93R
R32,R,Union St,40.677316,-73.98311,12,R..N93R
R31,R,Atlantic Av - Barclays Ctr,40.683666,-73.97881,13,R..N93R
R30,R,DeKalb Av,40.690635,-73.981824,14,R..N93R
R29,R,Jay St - MetroTech,40.69218,-73.985942,15,R..N93R
R28,R,Court St,40.6941,-73.991777,16,R..N93R
R27,R,Whitehall St,40.703087,-74.012994,17,R..N93R
R26,R,Rector St,40.70722,-74.013342,18,R..N93R
R25,R,Cortlandt St,40.710668,-74.011029,19,R..N93R
R24,R,City Hall,40.713282,-74.006978,20,R..N93R
R23,R,Canal St,40.719527,-74.001775,21,R..N93R
R22,R,Prince St,40.724329,-73.997702,22,R..N93R
R21,R,8 St - NYU,40.730328,-73.992629,23,R..N93R
R20,R,14 St - Union Sq,40.735736,-73.990568,24,R..N93R
R19,R,23 St,40.741303,-73.989344,25,R..N93R
R18,R,28 St,40.745494,-73.988691,26,R..N93R
R17,R,34 St - Herald Sq,40.749567,-73.98795,27,R..N93R
R16,R,Times Sq - 42 St,40.754672,-73.986754,28,R..N93R
R15,R,49 St,40.759901,-73.984139,29,R..N93R
R14,R,57 St - 7 Av,40.764664,-73.980658,30,R..N93R
R13,R,5 Av/59 St,40.764811,-73.973347,31,R..N93R
R11,R,Lexington Av/59 St,40.76266,-73.967258,32,R..N93R
G21,R,Queens Plaza,40.748973,-73.937243,33,R..N93R
G20,R,36 St,40.752039,-73.928781,34,R..N93R
G19,R,Steinway St,40.756879,-73.92074,35,R..N93R
G18,R,46 St,40.756312,-73.913333,36,R..N93R
G16,R,Northern Blvd,40.752885,-73.906006,37,R..N93R
G15,R,65 St,40.749669,-73.898453,38,R..N93R
G14,R,Jackson Hts - Roosevelt Av,40.746644,-73.891338,39,R..N93R
G13,R,Elmhurst Av,40.742454,-73.882017,40,R..N93R
G12,R,Grand Av - Newtown,40.737015,-73.877223,41,R..N93R
G11,R,Woodhaven Blvd,40.733106,-73.869229,42,R..N93R
G10,R,63 Dr - Rego Park,40.729846,-73.861604,43,R..N93R
G09,R,67 Av,40.726523,-73.852719,44,R..N93R
G08,R,Forest Hills - 71 Av,40.721691,-73.844521,45,R..N93R
S09,SI,Tottenville,40.512764,-74.251961,1,SI.N03R
S11,SI,Arthur Kill,40.516578,-74.242096,2,SI.N03R
S13,SI,Richmond Valley,40.519631,-74.229141,3,SI.N03R
S14,SI,Pleasant Plains,40.52241,-74.217847,4,SI.N03R
S15,SI,Prince's Bay,40.525507,-74.200064,5,SI.N03R
S16,SI,Huguenot,40.533674,-74.191794,6,SI.N03R
S17,SI,Annadale,40.54046,-74.178217,7,SI.N03R
S18,SI,Eltingville,40.544601,-74.16457,8,SI.N03R
S19,SI,Great Kills,40.551231,-74.151399,9,SI.N03R
S20,SI,Bay Terrace,40.5564,-74.136907,10,SI.N03R
S21,SI,Oakwood Heights,40.56511,-74.12632,11,SI.N03R
S22,SI,New Dorp,40.57348,-74.11721,12,SI.N03R
S23,SI,Grant City,40.578965,-74.109704,13,SI.N03R
S24,SI,Jefferson Av,40.583591,-74.103338,14,SI.N03R
S25,SI,Dongan Hills,40.588849,-74.09609,15,SI.N03R
S26,SI,Old Town,40.596612,-74.087368,16,SI.N03R
S27,SI,Grasmere,40.603117,-74.084087,17,SI.N03R
S28,SI,Clifton,40.621319,-74.071402,18,SI.N03R
S29,SI,Stapleton,40.627915,-74.075162,19,SI.N03R
S30,SI,Tompkinsville,40.636949,-74.074835,20,SI.N03R
S31,SI,St George,40.643748,-74.073643,21,SI.N03R
R27,W,Whitehall St,40.703087,-74.012994,1,N..N72R
R26,W,Rector St,40.70722,-74.013342,2,N..N72R
R25,W,Cortlandt St,40.710668,-74.011029,3,N..N72R
R24,W,City Hall,40.713282,-74.006978,4,N..N72R
R23,W,Canal St,40.719527,-74.001775,5,N..N72R
R22,W,Prince St,40.724329,-73.997702,6,N..N72R
R21,W,8 St - NYU,40.730328,-73.992629,7,N..N72R
R20,W,14 St - Union Sq,40.735736,-73.990568,8,N..N72R
R19,W,23 St,40.741303,-73.989344,9,N..N72R
R18,W,28 St,40.745494,-73.988691,10,N..N72R
R17,W,34 St - Herald Sq,40.749567,-73.98795,11,N..N72R
R16,W,Times Sq - 42 St,40.754672,-73.986754,12,N..N72R
R15,W,49 St,40.759901,-73.984139,13,N..N72R
R14,W,57 St - 7 Av,40.764664,-73.980658,14,N..N72R
R13,W,5 Av/59 St,40.764811,-73.973347,15,N..N72R
R11,W,Lexington Av/59 St,40.76266,-73.967258,16,N..N72R
R09,W,Queensboro Plaza,40.750582,-73.940202,17,N..N72R
R08,W,39 Av,40.752882,-73.932755,18,N..N72R
R06,W,36 Av,40.756804,-73.929575,19,N..N72R
R05,W,Broadway,40.76182,-73.925508,20,N..N72R
R04,W,30 Av,40.766779,-73.921479,21,N..N72R
R03,W,Astoria Blvd,40.770258,-73.917843,22,N..N72R
R01,W,Astoria - Ditmars Blvd,40.775036,-73.912034,23,N..N72R
